# Tag | Avg latency (ms) | 5-th percentile latency (ms) | 25-th percentile latency (ms) | 50-th percentile latency (ms) | 75-th percentile latency (ms) | 95-th percentile latency (ms) | Throughput (tps) | Effective length (s)
rate-6000-lat-10-100-bw-250-4bg-run-4 | 50649.76290562064 | 23766.425753 | 41135.987563 | 48231.524712 | 59168.904994 | 81032.828879 | 73263.23964029393 | 266.736989736557
rate-6000-lat-10-100-bw-250-4bg-run-5 | 38391.81593585022 | 21099.317216 | 34369.15093 | 39528.280125 | 43116.101797 | 50260.588772 | 83577.99694291031 | 264.4967911243439
rate-6000-lat-10-100-bw-250-4bg-run-6 | 45023.088218031415 | 26350.490832 | 38136.495749 | 45286.479425 | 51435.427726 | 66731.316911 | 80713.65294708851 | 268.3009777069092
rate-6000-lat-10-100-bw-500-4bg-baseline-run-1 | 82582.75186271509 | 27706.783464 | 57073.742167 | 87353.940921 | 107041.498411 | 128358.680021 | 53078.68030321942 | 272.481831073761
rate-6000-lat-10-100-bw-500-4bg-baseline-run-2 | 77392.94506265898 | 28302.806911 | 53475.042721 | 75253.227803 | 101180.543281 | 127140.776242 | 58052.306380463764 | 272.8441467285156
rate-6000-lat-10-100-bw-500-4bg-baseline-run-3 | 69380.81557257567 | 31466.284581 | 54748.522466 | 70190.581334 | 84573.224001 | 103802.421983 | 58596.4045503985 | 273.8057415485382
rate-6000-lat-10-100-bw-500-4bg-baseline-run-4 | 80977.43496722195 | 29094.804192 | 53909.783186 | 90222.863629 | 104282.446544 | 126231.666276 | 50903.40217824966 | 272.53879714012146
rate-6000-lat-10-100-bw-500-4bg-baseline-run-5 | 69284.69664807647 | 27761.122928 | 49171.385557 | 68740.482998 | 89105.066995 | 107922.125712 | 61065.7413932564 | 272.7279751300812
rate-6000-lat-10-100-bw-500-4bg-baseline-run-6 | 48012.33127665511 | 19242.575183 | 31359.865631 | 52201.081919 | 63151.067037 | 71638.458614 | 62743.71843642134 | 169.2747619152069
rate-6000-lat-10-100-bw-500-4bg-run-1 | 20313.25085815319 | 13653.074849 | 16169.785046 | 18928.112594 | 21908.709312 | 34736.018484 | 87139.94199994257 | 268.16267561912537
rate-6000-lat-10-100-bw-500-4bg-run-2 | 19963.369355354233 | 13264.593058 | 16849.686178 | 19934.894291 | 22738.772855 | 26619.136787 | 96492.0299485047 | 269.12730526924133
rate-6000-lat-10-100-bw-500-4bg-run-3 | 41059.7203740598 | 15237.155412 | 26481.76118 | 38228.274893 | 57240.87183 | 65631.161374 | 81951.51214636886 | 266.89733266830444
rate-6000-lat-10-100-bw-500-4bg-run-4 | 24908.266999714684 | 17969.822316 | 22452.986021 | 25099.951143 | 27446.952849 | 30901.125668 | 90368.62225938847 | 270.36641025543213
rate-6000-lat-10-100-bw-500-4bg-run-5 | 55758.86770100619 | 17879.323426 | 32159.523948 | 55762.312652 | 83156.832033 | 88222.846339 | 72019.4246724487 | 268.2156388759613
rate-6000-lat-10-100-bw-500-4bg-run-6 | 38452.19344662686 | 20604.212573 | 25770.802493 | 35555.816879 | 53544.717356 | 58455.423817 | 82112.1707002753 | 268.66974544525146
rate-6000-lat-10-120-bw-1000-4bg-baseline-run-1 | 79179.70158108251 | 26596.915707 | 61879.222854 | 82519.910286 | 99277.450331 | 117287.365087 | 56984.68564884387 | 272.2775044441223
rate-6000-lat-10-120-bw-1000-4bg-baseline-run-2 | 64759.71729095277 | 23907.268394 | 49031.262587 | 74282.255424 | 79588.281831 | 86025.912732 | 69717.59403621698 | 273.3110954761505
rate-6000-lat-10-120-bw-1000-4bg-baseline-run-3 | 66768.79344415967 | 33168.336759 | 56633.626307 | 68757.990439 | 76552.954326 | 92820.931745 | 69880.26487630152 | 271.5025770664215
rate-6000-lat-10-120-bw-1000-4bg-baseline-run-4 | 64281.27219823317 | 24145.194626 | 43502.02794 | 67773.87661 | 82885.707823 | 98986.56017 | 65151.797149362654 | 271.0263841152191
rate-6000-lat-10-120-bw-1000-4bg-baseline-run-5 | 64546.00577604399 | 22521.488571 | 50995.2832 | 64440.471351 | 85612.863844 | 97237.312188 | 66156.51485062223 | 273.90656900405884
rate-6000-lat-10-120-bw-1000-4bg-baseline-run-6 | 55074.58490185485 | 20026.723274 | 32219.503366 | 57397.067509 | 74670.426612 | 98501.729688 | 63834.585492800354 | 270.97235560417175
rate-6000-lat-10-120-bw-1000-4bg-run-1 | 27399.502606814924 | 12412.826356 | 16976.744009 | 28288.337312 | 32765.956786 | 55146.720354 | 78961.46736322634 | 269.1192135810852
rate-6000-lat-10-120-bw-1000-4bg-run-2 | 24749.795098737144 | 17400.047189 | 21441.861483 | 24218.906682 | 27370.480781 | 34658.73024 | 91344.37518773839 | 265.8191919326782
rate-6000-lat-10-120-bw-1000-4bg-run-3 | 45692.26783362705 | 16693.917297 | 41788.021193 | 49129.748227 | 54720.910513 | 60583.307773 | 82816.28885140098 | 268.0670711994171
rate-6000-lat-10-120-bw-1000-4bg-run-4 | 25095.05088179059 | 15530.963827 | 20316.585353 | 24857.077847 | 30229.168772 | 34527.013595 | 89086.23742547963 | 268.5110595226288
rate-6000-lat-10-120-bw-1000-4bg-run-5 | 17976.761066575233 | 13558.392329 | 16018.257983 | 17888.888507 | 19839.1335 | 22687.611357 | 95247.79182368839 | 268.1705844402313
rate-6000-lat-10-120-bw-1000-4bg-run-6 | 23654.788880445354 | 15073.244537 | 19418.232033 | 22896.225095 | 27391.287928 | 35115.852423 | 86684.05690402235 | 267.58839893341064
rate-6000-lat-10-140-bw-1000-4bg-baseline-run-1 | 82818.1296864063 | 19002.632529 | 46123.120837 | 69352.925488 | 127177.183769 | 157791.209999 | 44298.310587197884 | 271.9366910457611
rate-6000-lat-10-140-bw-1000-4bg-baseline-run-2 | 85912.5039454885 | 24786.592922 | 61639.959715 | 92245.491545 | 108547.711341 | 140235.726805 | 44073.4968505719 | 271.27922344207764
rate-6000-lat-10-140-bw-1000-4bg-baseline-run-3 | 93060.72829874183 | 26771.730204 | 56703.480703 | 91674.969888 | 128379.591819 | 161158.557603 | 43717.00647170719 | 274.7093858718872
rate-6000-lat-10-140-bw-1000-4bg-baseline-run-4 | 93198.8566601099 | 25882.431889 | 60088.012179 | 93384.095899 | 122981.619816 | 158625.574673 | 42198.00698522429 | 271.1058843135834
rate-6000-lat-10-140-bw-1000-4bg-baseline-run-5 | 90067.06935554909 | 20538.188757 | 61469.166081 | 88541.340202 | 123642.451571 | 151804.937841 | 47496.42512238776 | 272.33982276916504
rate-6000-lat-10-140-bw-1000-4bg-baseline-run-6 | 98298.0900627898 | 28154.113037 | 67952.461867 | 106508.301487 | 131979.081561 | 149697.47931 | 46992.068864743575 | 271.6019172668457
rate-6000-lat-10-140-bw-1000-4bg-run-1 | 28857.536644365482 | 15954.674823 | 21241.8605 | 28791.032177 | 33777.585366 | 45043.256898 | 83434.86573805292 | 266.8160343170166
rate-6000-lat-10-140-bw-1000-4bg-run-2 | 27266.320634754105 | 14755.123575 | 22401.614461 | 29312.564399 | 31881.116693 | 35976.569517 | 86320.479821256 | 268.00370025634766
rate-6000-lat-10-140-bw-1000-4bg-run-3 | 40629.07094566307 | 25526.749027 | 30612.424304 | 35401.586072 | 51200.615219 | 64247.061488 | 81385.76943511656 | 267.09180426597595
rate-6000-lat-10-140-bw-1000-4bg-run-4 | 52208.539545186744 | 17164.616396 | 32822.462186 | 58138.184849 | 72224.9322 | 81854.539756 | 74516.26746011623 | 262.96625781059265
rate-6000-lat-10-140-bw-1000-4bg-run-5 | 46279.71239524011 | 18099.381968 | 25262.64701 | 39242.359468 | 63161.477697 | 92383.132448 | 75617.71681239214 | 267.1526310443878
rate-6000-lat-10-140-bw-1000-4bg-run-6 | 32407.559863580027 | 17074.890903 | 22323.508281 | 27051.989048 | 44566.509013 | 53936.32383 | 80118.28215250261 | 266.15368461608887
rate-6000-lat-10-160-bw-1000-4bg-baseline-run-1 | 113024.06081034832 | 33153.967313 | 74276.011228 | 117032.605513 | 154179.876145 | 178926.620216 | 36033.77520160648 | 268.8322260379791
rate-6000-lat-10-160-bw-1000-4bg-baseline-run-2 | 111198.31996841975 | 35091.474039 | 79401.530657 | 111378.497266 | 145576.940352 | 177483.324004 | 34026.14000662933 | 270.6098310947418
rate-6000-lat-10-160-bw-1000-4bg-baseline-run-3 | 114661.15346335867 | 33051.528428 | 73779.498698 | 113200.281678 | 160393.043172 | 176897.049534 | 35979.39179136999 | 268.66935539245605
rate-6000-lat-10-160-bw-1000-4bg-baseline-run-4 | 116607.042381809 | 49141.754629 | 94843.966199 | 123448.971005 | 142916.790551 | 166819.927881 | 38475.89109309656 | 272.2086923122406
rate-6000-lat-10-160-bw-1000-4bg-baseline-run-5 | 95282.64715853156 | 24635.465058 | 59278.661967 | 86774.157783 | 140106.254653 | 166298.894931 | 35017.99633890745 | 271.3667540550232
rate-6000-lat-10-160-bw-1000-4bg-baseline-run-6 | 104207.18548438183 | 34387.458078 | 64513.218353 | 106053.472297 | 145446.638333 | 178056.283575 | 28990.892018086797 | 265.75850081443787
rate-6000-lat-10-160-bw-1000-4bg-run-1 | 36367.63955815018 | 20456.661672 | 31111.908833 | 37449.300115 | 42856.955481 | 49564.285895 | 85382.28091698047 | 266.2952518463135
rate-6000-lat-10-160-bw-1000-4bg-run-2 | 45053.741261739466 | 19367.683796 | 33079.267691 | 45795.256945 | 60230.897124 | 66633.238244 | 75357.60732519829 | 266.1180033683777
rate-6000-lat-10-160-bw-1000-4bg-run-3 | 41686.91111378427 | 25110.052395 | 34305.566454 | 42881.813156 | 48095.532056 | 59053.487799 | 81853.65032463426 | 261.81205010414124
rate-6000-lat-10-160-bw-1000-4bg-run-4 | 45851.55977469733 | 20058.116897 | 32710.156948 | 49854.394011 | 57476.812098 | 67533.24189 | 82210.91144161003 | 268.5961706638336
rate-6000-lat-10-160-bw-1000-4bg-run-5 | 50832.73567053757 | 17782.068865 | 34369.416946 | 55103.063755 | 66974.621745 | 77282.051265 | 73780.0050576662 | 269.0879728794098
rate-6000-lat-10-160-bw-1000-4bg-run-6 | 37323.98944814104 | 21031.280138 | 30666.440754 | 37395.710675 | 43835.535366 | 54910.253206 | 78432.48849239822 | 263.6230010986328
rate-6000-lat-10-80-bw-1000-4bg-baseline-run-1 | 28138.8193201974 | 17766.210237 | 23369.487069 | 28750.576119 | 32264.830619 | 38944.49541 | 93534.51050101199 | 272.7761535644531
rate-6000-lat-10-80-bw-1000-4bg-baseline-run-2 | 10515.395340493755 | 3395.60095 | 4955.837454 | 7069.350108 | 16877.696484 | 23004.556541 | 98508.58107320784 | 273.2646405696869
rate-6000-lat-10-80-bw-1000-4bg-baseline-run-3 | 36396.896168995714 | 27129.825688 | 30713.610015 | 35172.730575 | 42448.979685 | 48992.303118 | 90250.33583560317 | 277.8915753364563
rate-6000-lat-10-80-bw-1000-4bg-baseline-run-4 | 17253.596789051902 | 4285.699833 | 9873.183516 | 19359.491476 | 23051.014679 | 28284.44856 | 98606.41738532211 | 272.9104323387146
rate-6000-lat-10-80-bw-1000-4bg-baseline-run-5 | 13285.566431188889 | 3973.545375 | 7111.987493 | 12397.698113 | 18903.125905 | 25263.976281 | 96245.96381105446 | 272.7092852592468
rate-6000-lat-10-80-bw-1000-4bg-baseline-run-6 | 9940.763594572172 | 3288.775943 | 4992.478568 | 7083.911289 | 15795.961643 | 20661.139378 | 98764.85180503073 | 273.1776690483093
rate-6000-lat-10-80-bw-1000-4bg-run-1 | 17084.052521445945 | 6769.328571 | 11655.622632 | 17119.369546 | 23440.028041 | 26300.792869 | 96584.12663427353 | 270.5246183872223
rate-6000-lat-10-80-bw-1000-4bg-run-2 | 9086.056867613757 | 6449.85236 | 7852.375206 | 8941.374078 | 10146.260432 | 12283.197754 | 97060.74086934417 | 270.0824222564697
rate-6000-lat-10-80-bw-1000-4bg-run-3 | 8864.195069447376 | 5808.438092 | 7316.667914 | 8557.642825 | 10184.050788 | 12866.515399 | 96714.52847220881 | 269.99045968055725
rate-6000-lat-10-80-bw-1000-4bg-run-4 | 29564.533841720393 | 9188.879961 | 11962.447676 | 34607.876525 | 44303.106382 | 47733.912395 | 80295.57942485028 | 270.56513142585754
rate-6000-lat-10-80-bw-1000-4bg-run-5 | 12098.104838992476 | 7897.507479 | 9808.031424 | 11787.312732 | 14251.357903 | 17064.324084 | 96728.4251032169 | 270.5021607875824
rate-6000-lat-10-80-bw-1000-4bg-run-6 | 38726.73810942941 | 21096.290085 | 30369.740535 | 41748.070788 | 47613.194478 | 50463.924199 | 87989.9315871006 | 270.18073058128357
rate-8000-lat-10-100-bw-100-4bg-baseline-run-1 | 130718.10840629003 | 40593.567605 | 78808.435408 | 154476.226402 | 177249.909173 | 186940.085626 | 23304.16346350851 | 270.85014271736145
rate-8000-lat-10-100-bw-100-4bg-baseline-run-2 | 139193.86296856965 | 38299.925583 | 99586.400396 | 153965.266009 | 175841.721094 | 234798.209805 | 21342.16724066664 | 273.48675203323364
rate-8000-lat-10-100-bw-100-4bg-baseline-run-3 | 134880.72045644492 | 42162.227931 | 99354.890501 | 151944.264146 | 170805.856742 | 212971.448254 | 23568.821217929257 | 260.8571698665619
rate-8000-lat-10-100-bw-100-4bg-baseline-run-4 | 86002.38034142666 | 34703.156503 | 57234.907595 | 87505.02251 | 116128.427546 | 129583.967661 | 21909.4379672309 | 154.23490118980408
rate-8000-lat-10-100-bw-100-4bg-baseline-run-5 | 60979.14648766303 | 24806.698026 | 38807.724721 | 64174.469797 | 81017.434277 | 88754.907226 | 16675.59858826608 | 91.12812304496765
rate-8000-lat-10-100-bw-100-4bg-baseline-run-6 | 131743.14874370996 | 34966.302947 | 80934.995295 | 128090.546104 | 187522.874036 | 207895.767026 | 17906.831642403155 | 272.88624238967896
rate-8000-lat-10-100-bw-100-4bg-run-1 | 123034.0951581459 | 35401.831895 | 93128.393723 | 121446.339362 | 167066.583902 | 192918.504096 | 50385.493882485185 | 263.63397431373596
rate-8000-lat-10-100-bw-100-4bg-run-2 | 107683.28574242936 | 30821.854288 | 70963.005249 | 111017.170368 | 149886.819037 | 167415.304469 | 53481.609037880866 | 261.62144804000854
rate-8000-lat-10-100-bw-100-4bg-run-3 | 106142.63421133238 | 38344.370321 | 71648.410961 | 105939.30387 | 139829.153954 | 175738.736521 | 47683.649260674174 | 263.45366168022156
rate-8000-lat-10-100-bw-100-4bg-run-4 | 116458.47877152245 | 42287.559345 | 79999.20348 | 118847.203694 | 161773.767928 | 176830.623478 | 48536.41184156699 | 256.20880341529846
rate-8000-lat-10-100-bw-100-4bg-run-5 | 110301.45512460056 | 31168.194738 | 62015.327026 | 106988.579221 | 164073.65944 | 178410.581402 | 50606.17944953692 | 261.9177370071411
rate-8000-lat-10-100-bw-100-4bg-run-6 | 107024.12570180804 | 39225.192385 | 85339.295292 | 103462.237302 | 144262.658792 | 162691.904718 | 52577.27095747092 | 261.36921429634094
rate-8000-lat-10-100-bw-1000-4bg-baseline-run-1 | 73057.43672989693 | 35950.489926 | 55572.213442 | 76087.000304 | 93668.458306 | 106742.090077 | 81990.6640225235 | 272.56488609313965
rate-8000-lat-10-100-bw-1000-4bg-baseline-run-2 | 70896.02520978915 | 23765.01068 | 56307.695409 | 78443.065386 | 88545.625992 | 101354.565016 | 85676.53870281315 | 272.26496720314026
rate-8000-lat-10-100-bw-1000-4bg-baseline-run-3 | 54889.98603512596 | 27112.592044 | 43420.268031 | 54976.265861 | 65757.886765 | 85651.643481 | 91272.66264896927 | 272.26588201522827
rate-8000-lat-10-100-bw-1000-4bg-baseline-run-4 | 74909.53876664313 | 29651.179759 | 56925.931617 | 71678.985103 | 99726.824639 | 112052.302094 | 80831.22849406299 | 272.7753667831421
rate-8000-lat-10-100-bw-1000-4bg-baseline-run-5 | 68932.57004222089 | 32234.538145 | 54390.677561 | 72516.0281 | 83412.250446 | 100166.09927 | 86574.9667477821 | 272.32555651664734
rate-8000-lat-10-100-bw-1000-4bg-baseline-run-6 | 63903.77026134237 | 27443.636797 | 53521.227102 | 66377.141771 | 79469.909332 | 86269.573308 | 88703.57380713413 | 272.1629238128662
rate-8000-lat-10-100-bw-1000-4bg-run-1 | 47716.94171195748 | 21398.889849 | 34980.154194 | 47407.687892 | 60518.114501 | 74030.934285 | 97207.76112812602 | 267.3985667228699
rate-8000-lat-10-100-bw-1000-4bg-run-2 | 59428.81864725151 | 27409.487142 | 47600.249429 | 60454.365729 | 73180.422193 | 80361.490181 | 95618.60966466287 | 269.1867628097534
rate-8000-lat-10-100-bw-1000-4bg-run-3 | 45298.063678816216 | 17433.940352 | 30654.086932 | 41397.354078 | 57098.788264 | 82024.027809 | 91309.96920259063 | 269.1491434574127
rate-8000-lat-10-100-bw-1000-4bg-run-4 | 69798.94469516943 | 30294.241748 | 61459.374622 | 77960.652012 | 82161.651477 | 86990.035649 | 93591.77524744556 | 269.58950114250183
rate-8000-lat-10-100-bw-1000-4bg-run-5 | 53222.87754945374 | 23412.97017 | 40863.591912 | 53613.214124 | 68797.089418 | 76238.273792 | 96024.08214557137 | 268.6472749710083
rate-8000-lat-10-100-bw-1000-4bg-run-6 | 46123.25028849632 | 15949.508516 | 28920.798843 | 43524.169183 | 66369.558527 | 78812.976932 | 93253.40524500316 | 268.32761693000793
rate-8000-lat-10-100-bw-1500-4bg-baseline-run-1 | 41631.02882922381 | 21847.037991 | 39307.293647 | 44708.227219 | 46816.193988 | 49544.633661 | 113149.87653642823 | 272.0413043498993
rate-8000-lat-10-100-bw-1500-4bg-baseline-run-2 | 54014.94590254696 | 22232.703798 | 42229.387461 | 50928.221889 | 67774.990681 | 83890.816113 | 89756.1950643803 | 272.0742783546448
rate-8000-lat-10-100-bw-1500-4bg-baseline-run-3 | 67388.3697171835 | 22925.355985 | 47916.222613 | 73967.342844 | 85916.191689 | 94645.968682 | 86721.36576693744 | 272.85769534111023
rate-8000-lat-10-100-bw-1500-4bg-baseline-run-4 | 50927.25896087881 | 35465.853106 | 44926.471591 | 51034.121109 | 59301.767569 | 63428.823153 | 105538.0349333039 | 271.59694623947144
rate-8000-lat-10-100-bw-1500-4bg-baseline-run-5 | 12047.934733 | 12047.934733 | 12047.934733 | 12047.934733 | 12047.934733 | 12047.934733 | 9874.86143705044 | 0.41479063034057617
rate-8000-lat-10-100-bw-1500-4bg-baseline-run-6 | 40511.38240218208 | 20774.355838 | 33654.631668 | 44145.282472 | 47443.254621 | 53035.135628 | 107388.31896573034 | 272.8293755054474
rate-8000-lat-10-100-bw-1500-4bg-run-1 | 41801.53467122516 | 16350.857157 | 29998.344987 | 44816.544452 | 54461.473685 | 61968.161599 | 102651.34274942218 | 269.4187066555023
rate-8000-lat-10-100-bw-1500-4bg-run-2 | 39248.36795794946 | 21600.104801 | 30297.442544 | 40567.747311 | 47911.909515 | 56073.627277 | 105838.56270389543 | 268.116717338562
rate-8000-lat-10-100-bw-1500-4bg-run-3 | 36016.62717422404 | 17764.683158 | 26679.736224 | 35280.539109 | 45054.39911 | 54652.322376 | 95744.48008449835 | 266.4371666908264
rate-8000-lat-10-100-bw-1500-4bg-run-4 | 42058.90562725354 | 13595.848179 | 24431.330669 | 44261.973437 | 60098.067425 | 70608.63738 | 98341.18698057641 | 269.3980906009674
rate-8000-lat-10-100-bw-1500-4bg-run-5 | 46741.43669156081 | 16434.86715 | 34447.981441 | 52970.661319 | 57518.760132 | 66922.978031 | 98702.93057866093 | 268.493750333786
rate-8000-lat-10-100-bw-1500-4bg-run-6 | 43786.88247106999 | 15628.293412 | 30129.875788 | 40237.977705 | 60532.260635 | 75996.641317 | 93090.8683102602 | 271.21611881256104
rate-8000-lat-10-100-bw-2000-4bg-baseline-run-1 | 84527.25197967359 | 27250.48428 | 59145.992913 | 87280.101481 | 118585.815997 | 123322.458346 | 75481.5422275586 | 271.92152404785156
rate-8000-lat-10-100-bw-2000-4bg-baseline-run-2 | 88071.78614756095 | 25593.418738 | 61005.612166 | 97905.21632 | 110297.089956 | 130992.955869 | 71607.7309797375 | 269.24288392066956
rate-8000-lat-10-100-bw-2000-4bg-baseline-run-3 | 71467.79620894507 | 26760.060347 | 45108.875658 | 79973.670278 | 92517.734966 | 103802.944991 | 86138.26536285284 | 271.94678115844727
rate-8000-lat-10-100-bw-2000-4bg-baseline-run-4 | 55978.129883309506 | 21899.961623 | 41317.701272 | 58805.609193 | 67697.549953 | 88756.823694 | 88229.10353344763 | 272.3266477584839
rate-8000-lat-10-100-bw-2000-4bg-baseline-run-5 | 64052.32221928015 | 26225.709756 | 51249.131594 | 70408.333368 | 79486.544213 | 83179.075142 | 96773.55696939945 | 272.2806603908539
rate-8000-lat-10-100-bw-2000-4bg-baseline-run-6 | 59990.05867496206 | 22825.439283 | 45316.100979 | 59630.335231 | 75624.269864 | 95474.658881 | 84780.04114126558 | 270.16773867607117
rate-8000-lat-10-100-bw-2000-4bg-run-1 | 44387.915831821105 | 14282.913567 | 26526.127286 | 47653.341583 | 56690.587461 | 76050.597481 | 97872.92675163379 | 271.1891927719116
rate-8000-lat-10-100-bw-2000-4bg-run-2 | 42475.22218585876 | 20766.944271 | 31203.425928 | 45190.329744 | 53039.101933 | 61132.273816 | 102940.18834941008 | 268.981050491333
rate-8000-lat-10-100-bw-2000-4bg-run-3 | 69525.78046191993 | 15318.221521 | 42263.153037 | 73968.224115 | 104035.029315 | 111556.352112 | 79469.22256285473 | 268.4305610656738
rate-8000-lat-10-100-bw-2000-4bg-run-4 | 63929.97773076475 | 24023.092718 | 32252.636703 | 62717.325656 | 85987.659708 | 113777.878516 | 79306.14621661471 | 266.71002197265625
rate-8000-lat-10-100-bw-2000-4bg-run-5 | 40831.81358397818 | 15933.356572 | 29229.530335 | 39874.421624 | 52885.024125 | 65215.802812 | 98999.51537416894 | 270.5855669975281
rate-8000-lat-10-100-bw-2000-4bg-run-6 | 38021.42031806552 | 16517.69642 | 31262.909928 | 39704.995135 | 46979.873967 | 54552.668956 | 107328.50203652523 | 269.4322519302368
rate-8000-lat-10-100-bw-250-4bg-baseline-run-1 | 119798.71101232879 | 37516.345125 | 76094.694884 | 131995.484905 | 161971.197444 | 191071.262158 | 41156.55086063771 | 270.20340061187744
rate-8000-lat-10-100-bw-250-4bg-baseline-run-2 | 114847.70803592251 | 44341.263129 | 77210.339289 | 114799.074234 | 150859.649321 | 198664.2369 | 37981.1279314756 | 272.73502826690674
rate-8000-lat-10-100-bw-250-4bg-baseline-run-3 | 120230.59963308925 | 44374.643091 | 78916.134507 | 121205.523235 | 163591.539469 | 192502.26853 | 44167.98344365871 | 271.44078278541565
rate-8000-lat-10-100-bw-250-4bg-baseline-run-4 | 126543.46268058025 | 30906.806996 | 83065.156816 | 134417.606 | 170715.789462 | 196108.623807 | 41331.28931182348 | 271.73679280281067
rate-8000-lat-10-100-bw-250-4bg-baseline-run-5 | 24245.812424581396 | 15367.213855 | 18115.238905 | 21101.053884 | 27504.888089 | 39232.342948 | 13243.230995642234 | 26.598947048187256
rate-8000-lat-10-100-bw-250-4bg-baseline-run-6 | 29659.48366082715 | 20830.457346 | 24621.511448 | 29924.438129 | 34364.703183 | 39084.89028 | 12082.774170642495 | 27.458594799041748
rate-8000-lat-10-100-bw-250-4bg-run-1 | 67101.19717552942 | 26908.799011 | 54648.743467 | 67048.412221 | 83232.407613 | 97430.964975 | 89106.64450026673 | 263.62298941612244
rate-8000-lat-10-100-bw-250-4bg-run-2 | 77561.02731916896 | 33119.652836 | 57231.821735 | 77431.833036 | 98084.954612 | 121551.223306 | 75429.79251506746 | 264.56008076667786
rate-8000-lat-10-100-bw-250-4bg-run-3 | 63915.406454706186 | 29120.800024 | 43648.783702 | 64596.913296 | 80920.624478 | 101700.656903 | 88483.15156692544 | 265.8046371936798
rate-8000-lat-10-100-bw-250-4bg-run-4 | 66486.66250620676 | 27420.900707 | 47915.504273 | 69016.476863 | 86199.588131 | 98704.069436 | 81234.41571794721 | 267.4381763935089
rate-8000-lat-10-100-bw-250-4bg-run-5 | 66872.7078303905 | 23199.650538 | 49938.65233 | 66633.353744 | 85023.597951 | 102937.235352 | 85134.72640683845 | 266.10734486579895
rate-8000-lat-10-100-bw-250-4bg-run-6 | 78767.2856197699 | 27738.745591 | 49682.679751 | 86249.948824 | 104125.646294 | 115733.718018 | 80722.54916171596 | 266.29248237609863
rate-8000-lat-10-100-bw-500-4bg-baseline-run-1 | 93626.81193355858 | 30814.301052 | 57476.502683 | 94573.821969 | 125343.197891 | 154270.237399 | 62075.905052691174 | 272.1169185638428
rate-8000-lat-10-100-bw-500-4bg-baseline-run-2 | 97086.0471589664 | 33688.173937 | 71021.516314 | 103884.731669 | 125382.936226 | 147342.297315 | 57872.358038629616 | 272.3477759361267
rate-8000-lat-10-100-bw-500-4bg-baseline-run-3 | 101217.9018667596 | 28204.167202 | 71848.6434 | 97677.559815 | 131569.437073 | 163535.079391 | 55002.76799507756 | 274.26925134658813
rate-8000-lat-10-100-bw-500-4bg-baseline-run-4 | 89894.33698067897 | 29029.486755 | 61934.457534 | 89943.845406 | 113932.634765 | 158487.340626 | 54455.08306497746 | 272.74030566215515
rate-8000-lat-10-100-bw-500-4bg-baseline-run-5 | 96945.77709050702 | 43947.193201 | 68601.733004 | 98223.573761 | 122736.179523 | 155059.988978 | 58408.03236799608 | 273.1459929943085
rate-8000-lat-10-100-bw-500-4bg-baseline-run-6 | 99579.68647667888 | 25191.365528 | 67544.197593 | 102667.73129 | 134259.103357 | 152886.26291 | 56428.46947659941 | 279.3165957927704
rate-8000-lat-10-100-bw-500-4bg-run-1 | 77090.36169912475 | 25888.725448 | 43021.336647 | 84967.746105 | 109325.914017 | 119554.44841 | 76769.17042198076 | 267.62743282318115
rate-8000-lat-10-100-bw-500-4bg-run-2 | 54486.58741217476 | 25931.467844 | 40364.740553 | 52436.338693 | 71671.66271 | 82436.225038 | 95619.00725998654 | 268.6716034412384
rate-8000-lat-10-100-bw-500-4bg-run-3 | 54781.29407270836 | 28065.569926 | 44994.514577 | 57693.618987 | 66607.294616 | 76607.678069 | 98549.86102890394 | 266.16764068603516
rate-8000-lat-10-100-bw-500-4bg-run-4 | 53783.238723240625 | 22477.843229 | 37903.835607 | 56180.140153 | 68718.775531 | 83110.564363 | 94550.75491585373 | 269.02122592926025
rate-8000-lat-10-100-bw-500-4bg-run-5 | 50888.49509811883 | 20435.838579 | 40356.503525 | 53916.988957 | 63441.424829 | 73161.210316 | 93742.62624991187 | 268.6313474178314
rate-8000-lat-10-100-bw-500-4bg-run-6 | 54855.22404649776 | 25181.86598 | 43162.478666 | 54860.353421 | 67972.843004 | 80772.908898 | 95865.7536505293 | 269.17641615867615
rate-8000-lat-10-120-bw-1000-4bg-baseline-run-1 | 88938.84462631829 | 33342.666856 | 56062.930976 | 79263.110759 | 121987.353295 | 156281.937939 | 59996.19734132655 | 270.6262183189392
rate-8000-lat-10-120-bw-1000-4bg-baseline-run-2 | 87491.87833595384 | 34490.825029 | 63560.125814 | 89100.759731 | 108712.054426 | 146409.706556 | 62666.298547492144 | 271.64482975006104
rate-8000-lat-10-120-bw-1000-4bg-baseline-run-3 | 95989.56562682774 | 28104.739484 | 69819.663322 | 96016.531446 | 127733.73422 | 154073.635215 | 59778.62466685889 | 271.6112003326416
rate-8000-lat-10-120-bw-1000-4bg-baseline-run-4 | 90960.01739715805 | 28973.071084 | 62790.235311 | 98138.187701 | 122174.051843 | 143655.549784 | 65163.57517331446 | 272.61168456077576
rate-8000-lat-10-120-bw-1000-4bg-baseline-run-5 | 78621.82893549315 | 21220.358473 | 52133.740518 | 84404.235598 | 107929.844976 | 121142.925623 | 61018.83824918745 | 202.4544608592987
