# Tag | Avg latency (ms) | 5-th percentile latency (ms) | 25-th percentile latency (ms) | 50-th percentile latency (ms) | 75-th percentile latency (ms) | 95-th percentile latency (ms) | Throughput (tps) | Effective length (s)
rate-2000-lat-10-100-bw-1000-4bg-baseline-run-6 | 3485.9482858374704 | 2182.518348 | 2675.053244 | 3179.947316 | 4028.064327 | 5629.832292 | 32162.420113954235 | 271.89993691444397
rate-2000-lat-10-100-bw-1000-4bg-run-1 | 3329.6144046574505 | 1612.648851 | 2094.587158 | 3465.878589 | 4254.085501 | 5780.788799 | 32017.321464736142 | 268.1428554058075
rate-2000-lat-10-100-bw-1000-4bg-run-2 | 2984.0843889661005 | 1578.481907 | 1929.554877 | 2602.346549 | 3971.89367 | 4693.128836 | 32017.663188870985 | 271.7220163345337
rate-2000-lat-10-100-bw-1000-4bg-run-3 | 3620.478183663252 | 1582.062016 | 1996.650399 | 3150.169757 | 4108.457101 | 10328.011606 | 32298.13004719866 | 271.8988370895386
rate-2000-lat-10-100-bw-1000-4bg-run-4 | 2878.6060518223835 | 1551.405324 | 1852.370623 | 2526.195767 | 3895.716159 | 4460.47617 | 31849.083038513585 | 270.07370948791504
rate-2000-lat-10-100-bw-1000-4bg-run-5 | 2622.7282521191746 | 1555.605833 | 1767.438937 | 2225.03278 | 3594.023849 | 4308.252466 | 32601.273737884796 | 247.76062631607056
rate-2000-lat-10-100-bw-1000-4bg-run-6 | 2792.719144611378 | 1550.196662 | 1826.070542 | 2412.629703 | 3738.51285 | 4413.101573 | 32080.92565425727 | 271.6968984603882
rate-2000-lat-10-100-bw-1500-4bg-baseline-run-1 | 3159.5847485203653 | 2071.578889 | 2419.89423 | 2948.253052 | 3651.800092 | 4996.596861 | 32217.145814536154 | 271.69234824180603
rate-2000-lat-10-100-bw-1500-4bg-baseline-run-2 | 3052.1833224070565 | 2072.589018 | 2387.38037 | 2901.456795 | 3362.105223 | 4771.788717 | 32149.666647270602 | 270.7337558269501
rate-2000-lat-10-100-bw-1500-4bg-baseline-run-3 | 3403.9044524613955 | 2067.600554 | 2615.121801 | 3090.897465 | 4030.357793 | 5561.309784 | 32167.38244451275 | 272.11265993118286
rate-2000-lat-10-100-bw-1500-4bg-baseline-run-4 | 3142.3196981918927 | 2053.618672 | 2452.927386 | 2929.368972 | 3662.800042 | 4919.338691 | 31936.873522666843 | 272.02462363243103
rate-2000-lat-10-100-bw-1500-4bg-baseline-run-5 | 3130.9721725611266 | 2058.550376 | 2416.842613 | 2937.389458 | 3470.354138 | 5021.970856 | 32112.032258878946 | 272.3265824317932
rate-2000-lat-10-100-bw-1500-4bg-baseline-run-6 | 3159.5304197523496 | 2017.336483 | 2404.025266 | 2906.007681 | 3659.23534 | 5178.41111 | 32119.843908402887 | 271.8777844905853
rate-2000-lat-10-100-bw-1500-4bg-run-1 | 3751.8715656149825 | 1578.088835 | 1908.250266 | 2566.72713 | 4020.974174 | 11438.022311 | 31997.84037464081 | 268.30610752105713
rate-2000-lat-10-100-bw-1500-4bg-run-2 | 3693.1164676242984 | 1560.828356 | 1903.588191 | 3260.7774 | 4199.014026 | 10772.185642 | 32253.16967432083 | 271.7698783874512
rate-2000-lat-10-100-bw-1500-4bg-run-3 | 3224.30720280896 | 1548.473668 | 1870.734383 | 2530.744111 | 3964.536371 | 6693.548664 | 31934.621970481556 | 271.91554069519043
rate-2000-lat-10-100-bw-1500-4bg-run-4 | 3580.0107557042484 | 1541.566742 | 1812.991403 | 2425.077625 | 3855.190186 | 11516.109562 | 32129.485357919322 | 270.2663893699646
rate-2000-lat-10-100-bw-1500-4bg-run-5 | 3721.357291189215 | 1588.159568 | 2109.354771 | 3471.835239 | 4202.674505 | 9386.605145 | 33267.77195239972 | 269.3912899494171
rate-2000-lat-10-100-bw-1500-4bg-run-6 | 6027.2439812993425 | 1579.97134 | 2259.459768 | 3877.215842 | 6031.629701 | 20400.426497 | 32386.897900612217 | 271.65948486328125
rate-2000-lat-10-100-bw-2000-4bg-baseline-run-1 | 3736.6426438961057 | 2034.527797 | 2361.411305 | 2891.852734 | 3838.636568 | 9471.884551 | 32429.838384882274 | 272.3102068901062
rate-2000-lat-10-100-bw-2000-4bg-baseline-run-2 | 3142.6311891836945 | 1987.167666 | 2346.170318 | 2885.204525 | 3773.138047 | 5102.157116 | 32120.426527802276 | 272.1278932094574
rate-2000-lat-10-100-bw-2000-4bg-baseline-run-3 | 3097.443526326792 | 2059.007982 | 2309.209626 | 2914.627649 | 3524.194109 | 5024.420061 | 32183.87578067656 | 272.22774720191956
rate-2000-lat-10-100-bw-2000-4bg-baseline-run-4 | 2902.862685193243 | 1952.430652 | 2222.003763 | 2730.405931 | 3192.604692 | 4607.962771 | 32037.62296430289 | 272.5755281448364
rate-2000-lat-10-100-bw-2000-4bg-baseline-run-5 | 2941.7297740131066 | 1990.692131 | 2264.27958 | 2793.763919 | 3210.721525 | 4639.392017 | 32095.456530682088 | 272.5948450565338
rate-2000-lat-10-100-bw-2000-4bg-baseline-run-6 | 3180.3035105063486 | 2067.476745 | 2384.394271 | 2915.526923 | 3688.183729 | 5286.780054 | 32015.93898793681 | 272.1204586029053
rate-2000-lat-10-100-bw-2000-4bg-run-1 | 3594.0997930457947 | 1549.86057 | 1929.97654 | 3127.077166 | 4143.634248 | 10116.814386 | 32473.442525669216 | 269.92641735076904
rate-2000-lat-10-100-bw-2000-4bg-run-2 | 3715.794928496271 | 1550.737935 | 2029.896645 | 3491.314543 | 4247.355901 | 10234.160008 | 32325.823969499204 | 271.6658980846405
rate-2000-lat-10-100-bw-2000-4bg-run-3 | 4527.290250535375 | 1569.701706 | 1972.659239 | 3465.963628 | 4531.452981 | 12681.905451 | 32563.70286057584 | 270.18450689315796
rate-2000-lat-10-100-bw-2000-4bg-run-4 | 3410.8006951990724 | 1549.375876 | 1788.466095 | 2359.345703 | 3903.336179 | 10949.310789 | 32261.484378948713 | 271.69983553886414
rate-2000-lat-10-100-bw-2000-4bg-run-5 | 4131.237590164384 | 1574.391945 | 1918.627691 | 2642.488384 | 4105.582719 | 16164.624118 | 33065.18149420796 | 272.0328633785248
rate-2000-lat-10-100-bw-2000-4bg-run-6 | 2576.481010620712 | 1525.669864 | 1710.931443 | 2243.472605 | 3432.273599 | 4327.78136 | 31804.598248228023 | 269.9363133907318
rate-2000-lat-10-100-bw-250-4bg-baseline-run-1 | 16317.47852629483 | 8794.46178 | 12648.395811 | 15794.768121 | 19261.361167 | 25642.002642 | 32527.62036157193 | 272.4989993572235
rate-2000-lat-10-100-bw-250-4bg-baseline-run-2 | 16777.71652710751 | 7618.30547 | 12385.50895 | 16181.103873 | 20976.386067 | 27149.207071 | 30835.18720446268 | 273.1092872619629
rate-2000-lat-10-100-bw-250-4bg-baseline-run-3 | 20823.773962488798 | 10611.574823 | 15305.080584 | 20515.783659 | 25785.252035 | 31777.152366 | 30997.916924261248 | 272.468373298645
rate-2000-lat-10-100-bw-250-4bg-baseline-run-4 | 16690.14728055683 | 8784.336516 | 12718.375443 | 15932.240395 | 19970.407285 | 27561.805035 | 30382.407578314847 | 271.6519412994385
rate-2000-lat-10-100-bw-250-4bg-baseline-run-5 | 12744.392009103081 | 3357.340769 | 5569.324585 | 9966.674883 | 18745.495874 | 27935.272105 | 32089.24682604762 | 273.6687479019165
rate-2000-lat-10-100-bw-250-4bg-baseline-run-6 | 14378.367033905055 | 3709.412614 | 5944.012072 | 10733.448512 | 21970.715241 | 34267.831183 | 30673.317177080567 | 271.4792127609253
rate-2000-lat-10-100-bw-250-4bg-run-1 | 4114.545837624076 | 1710.849054 | 2234.627891 | 3783.933762 | 4468.773897 | 10737.475235 | 32664.52954927738 | 269.8521032333374
rate-2000-lat-10-100-bw-250-4bg-run-2 | 3363.723889870751 | 1724.272782 | 2124.965459 | 3557.764481 | 4229.393983 | 5919.074885 | 32439.36574162064 | 267.68464183807373
rate-2000-lat-10-100-bw-250-4bg-run-3 | 3774.959286920842 | 1693.54646 | 2172.621104 | 3631.395406 | 4483.464609 | 7516.11703 | 33024.97713257358 | 267.8990499973297
rate-2000-lat-10-100-bw-250-4bg-run-4 | 3265.4077222913656 | 1683.336767 | 2050.059534 | 3411.3613 | 4144.512549 | 5773.660502 | 32281.80867039843 | 272.16318917274475
rate-2000-lat-10-100-bw-250-4bg-run-5 | 3638.5277451742018 | 1758.233189 | 2342.692394 | 3759.386879 | 4376.771437 | 6005.997229 | 32409.210881924457 | 265.5324139595032
rate-2000-lat-10-100-bw-250-4bg-run-6 | 3523.7599866204405 | 1713.25894 | 2265.637709 | 3690.445916 | 4326.056125 | 5855.697884 | 32161.680419667566 | 265.4110074043274
rate-2000-lat-10-100-bw-500-4bg-baseline-run-1 | 4115.203854000918 | 2265.545349 | 2824.971391 | 3339.249594 | 4784.216167 | 8095.270677 | 32692.146429395005 | 272.5058147907257
rate-2000-lat-10-100-bw-500-4bg-baseline-run-2 | 3640.1939668371897 | 2216.783594 | 2729.591158 | 3219.54404 | 4305.034608 | 6341.532874 | 32490.35849452293 | 272.5593810081482
rate-2000-lat-10-100-bw-500-4bg-baseline-run-3 | 3705.8877346456547 | 2109.688972 | 2524.619289 | 3028.785058 | 4165.709768 | 8170.360224 | 32727.018156128634 | 271.96513772010803
rate-2000-lat-10-100-bw-500-4bg-baseline-run-4 | 3736.7261231789053 | 2156.01559 | 2695.26706 | 3144.663708 | 4403.043216 | 7083.971139 | 32359.06220848936 | 272.39948868751526
rate-2000-lat-10-100-bw-500-4bg-baseline-run-5 | 3734.271090766402 | 2103.568527 | 2596.982416 | 3105.742157 | 4284.705236 | 7865.473208 | 32514.072025725527 | 272.8644998073578
rate-2000-lat-10-100-bw-500-4bg-baseline-run-6 | 4086.141076388152 | 2174.932757 | 2656.899653 | 3208.852389 | 4466.456915 | 10206.10012 | 32781.344775583326 | 272.01422214508057
rate-2000-lat-10-100-bw-500-4bg-run-1 | 3854.698700134791 | 1637.544123 | 2030.376837 | 3423.115906 | 4254.118697 | 10912.306188 | 32307.566675356833 | 271.8194189071655
rate-2000-lat-10-100-bw-500-4bg-run-2 | 3430.5977684667646 | 1640.520389 | 2159.846445 | 3634.001115 | 4256.702699 | 5777.682549 | 31513.275887438434 | 269.83218216896057
rate-2000-lat-10-100-bw-500-4bg-run-3 | 3986.549387106866 | 1791.609328 | 2707.992464 | 4052.895284 | 4740.329221 | 6434.289796 | 31869.563970475407 | 265.78738284111023
rate-2000-lat-10-100-bw-500-4bg-run-4 | 2945.93137160949 | 1584.074339 | 1877.894623 | 2529.91189 | 3887.901551 | 5337.246911 | 32039.60012035519 | 272.0473403930664
rate-2000-lat-10-100-bw-500-4bg-run-5 | 3435.206582217094 | 1607.588356 | 2083.408619 | 3516.910395 | 4267.482069 | 6331.747519 | 32596.240046265004 | 272.0510091781616
rate-2000-lat-10-100-bw-500-4bg-run-6 | 3294.881862743513 | 1641.306105 | 2009.236986 | 3376.505092 | 4194.619782 | 5954.55121 | 32173.155547550512 | 270.02685475349426
rate-2000-lat-10-120-bw-1000-4bg-baseline-run-1 | 5514.896681720571 | 3005.55087 | 4060.039902 | 5284.452365 | 6591.183377 | 8931.522388 | 32486.021597117207 | 272.09142780303955
rate-2000-lat-10-120-bw-1000-4bg-baseline-run-2 | 5782.226444440771 | 2973.337579 | 4181.132649 | 5491.89419 | 6891.900545 | 9935.545893 | 31993.959764554384 | 271.2832067012787
rate-2000-lat-10-120-bw-1000-4bg-baseline-run-3 | 4986.604125824529 | 2791.432439 | 3649.917286 | 4699.622505 | 5890.129471 | 8169.008104 | 32144.669696451703 | 272.30492901802063
rate-2000-lat-10-120-bw-1000-4bg-baseline-run-4 | 4885.697925345701 | 2923.077038 | 3665.390397 | 4591.36106 | 5803.794648 | 7850.501019 | 32033.4667768711 | 272.2272946834564
rate-2000-lat-10-120-bw-1000-4bg-baseline-run-5 | 5634.877786320312 | 2997.646689 | 3895.04375 | 5131.389008 | 6683.59169 | 10070.397735 | 32066.930624667846 | 271.1768114566803
rate-2000-lat-10-120-bw-1000-4bg-baseline-run-6 | 4861.794517766591 | 2823.247315 | 3693.824207 | 4606.291479 | 5841.726093 | 7687.300543 | 31929.249376774045 | 272.60271286964417
rate-2000-lat-10-120-bw-1000-4bg-run-1 | 4077.1623391698377 | 1794.823865 | 2537.958727 | 4206.712331 | 4959.385803 | 6779.494135 | 32017.007597661122 | 269.68066811561584
rate-2000-lat-10-120-bw-1000-4bg-run-2 | 5605.90391388216 | 2114.261328 | 4050.639115 | 4949.411297 | 6509.301213 | 11826.631931 | 32832.861295414055 | 269.9656274318695
rate-2000-lat-10-120-bw-1000-4bg-run-3 | 4295.869696932155 | 1868.684918 | 3683.671797 | 4401.270448 | 4970.542066 | 6477.061595 | 32418.092196919868 | 271.9034774303436
rate-2000-lat-10-120-bw-1000-4bg-run-4 | 4914.246854164468 | 1820.046297 | 3494.409888 | 4337.46133 | 5082.487102 | 13302.082366 | 32275.16884274812 | 270.0617320537567
rate-2000-lat-10-120-bw-1000-4bg-run-5 | 4353.137564203891 | 1856.658679 | 2599.041155 | 4229.045791 | 5118.690332 | 7940.554423 | 31972.223263347867 | 269.54597210884094
rate-2000-lat-10-120-bw-1000-4bg-run-6 | 3825.168584240912 | 1841.573776 | 2399.382251 | 4051.966801 | 4690.498092 | 6215.057815 | 31906.864566656517 | 268.04413771629333
rate-2000-lat-10-140-bw-1000-4bg-baseline-run-1 | 7296.165342227346 | 3477.597748 | 4716.792095 | 6314.161695 | 8581.160732 | 15102.399897 | 32326.252780704443 | 271.40887808799744
rate-2000-lat-10-140-bw-1000-4bg-baseline-run-2 | 11052.26223173457 | 4397.592082 | 6939.772333 | 10071.992832 | 14367.183921 | 20896.512627 | 32094.303773703126 | 271.20077323913574
rate-2000-lat-10-140-bw-1000-4bg-baseline-run-3 | 6900.52672349273 | 3270.282906 | 4463.755498 | 6007.64077 | 8187.696409 | 14063.635218 | 32193.507458591794 | 271.6373794078827
rate-2000-lat-10-140-bw-1000-4bg-baseline-run-4 | 9039.014840729438 | 4268.234246 | 5959.837216 | 7950.372442 | 10475.907311 | 18107.59389 | 33151.65980924393 | 114.16333365440369
rate-2000-lat-10-140-bw-1000-4bg-baseline-run-5 | 6414.896700736872 | 3251.431411 | 4400.247785 | 5739.357221 | 7426.306746 | 12856.650164 | 31154.5589633854 | 272.8075852394104
rate-2000-lat-10-140-bw-1000-4bg-baseline-run-6 | 14944.174995132425 | 5991.969027 | 9964.905996 | 14396.119966 | 19492.433317 | 25593.619304 | 30938.77311291893 | 271.003377199173
rate-2000-lat-10-140-bw-1000-4bg-run-1 | 6330.236619248582 | 2837.520787 | 4355.975244 | 5336.737402 | 7071.344703 | 13946.653792 | 32178.026641661007 | 268.33118438720703
rate-2000-lat-10-140-bw-1000-4bg-run-2 | 6022.303947834839 | 3889.114731 | 4822.498701 | 5870.658904 | 7082.9091 | 8826.796181 | 31848.375977670836 | 267.8933458328247
rate-2000-lat-10-140-bw-1000-4bg-run-3 | 5373.4641404118265 | 3556.025214 | 4335.518322 | 5062.613822 | 6533.422128 | 7809.087234 | 32781.51922768737 | 124.69855260848999
rate-2000-lat-10-140-bw-1000-4bg-run-4 | 5317.921981041828 | 2410.15596 | 4228.116838 | 5052.562646 | 6561.20912 | 8129.842917 | 32228.095483754925 | 267.4059348106384
rate-2000-lat-10-140-bw-1000-4bg-run-5 | 6068.415915703251 | 2441.609267 | 4461.111112 | 5447.531157 | 6970.042873 | 12552.732656 | 31731.191384705162 | 265.78466272354126
rate-2000-lat-10-140-bw-1000-4bg-run-6 | 5485.957547638833 | 3492.049845 | 4429.771397 | 5300.546533 | 6543.079565 | 7934.617108 | 31894.71940181066 | 269.1735861301422
rate-2000-lat-10-160-bw-1000-4bg-baseline-run-1 | 22579.51637652777 | 10027.106301 | 15219.82952 | 21335.943927 | 29085.685089 | 38761.564462 | 30512.930829522295 | 270.6241509914398
rate-2000-lat-10-160-bw-1000-4bg-baseline-run-2 | 17412.402613197148 | 8594.209291 | 12632.160152 | 16434.185583 | 21050.964352 | 31099.837988 | 31308.434971332124 | 270.6818149089813
rate-2000-lat-10-160-bw-1000-4bg-baseline-run-3 | 28984.039486883466 | 12846.334513 | 22448.93109 | 28611.645417 | 35568.956542 | 45216.297587 | 29641.784374038514 | 271.53021216392517
rate-2000-lat-10-160-bw-1000-4bg-baseline-run-4 | 21145.1542017618 | 11159.559608 | 15948.992641 | 20206.6004 | 25591.032264 | 33383.965253 | 30801.12085510293 | 270.7517054080963
rate-2000-lat-10-160-bw-1000-4bg-baseline-run-5 | 16721.03853265575 | 8692.740262 | 12151.168928 | 15766.864945 | 19940.816597 | 28841.129119 | 31728.75058640353 | 268.5160884857178
rate-2000-lat-10-160-bw-1000-4bg-baseline-run-6 | 33420.067440607585 | 17059.035328 | 25146.363468 | 31630.277944 | 40807.878101 | 54242.43661 | 29999.22588835331 | 270.34297585487366
rate-2000-lat-10-160-bw-1000-4bg-run-1 | 9009.636004877331 | 4725.405071 | 6572.525463 | 7940.552517 | 10486.580947 | 17399.509996 | 32673.59309132724 | 268.77435779571533
rate-2000-lat-10-160-bw-1000-4bg-run-2 | 9230.508348377374 | 5034.727319 | 7298.760273 | 8616.258814 | 10360.993804 | 16089.135642 | 32291.118524107183 | 267.89880299568176
rate-2000-lat-10-160-bw-1000-4bg-run-3 | 8893.320217701315 | 6388.141136 | 7796.537969 | 8869.092779 | 10006.057136 | 11413.132632 | 31990.536559861914 | 267.08698630332947
rate-2000-lat-10-160-bw-1000-4bg-run-4 | 8318.946869161644 | 4323.076539 | 6066.46871 | 7637.97399 | 9498.655107 | 16146.22856 | 32532.993391267155 | 267.9214880466461
rate-2000-lat-10-160-bw-1000-4bg-run-5 | 10078.65259213257 | 4826.321334 | 7260.333332 | 8865.242539 | 11295.357246 | 19853.292782 | 32254.849705949087 | 268.20004057884216
rate-2000-lat-10-160-bw-1000-4bg-run-6 | 9591.704564232865 | 4685.60708 | 7034.54601 | 8797.524293 | 11166.954433 | 17422.248959 | 32132.181066577064 | 267.69424653053284
rate-2000-lat-10-80-bw-1000-4bg-baseline-run-1 | 2440.7651609650766 | 1457.311455 | 1754.120799 | 2066.540904 | 2790.594665 | 4648.162948 | 32292.55615371616 | 272.45313000679016
rate-2000-lat-10-80-bw-1000-4bg-baseline-run-2 | 2552.2589058866592 | 1535.528824 | 1820.585897 | 2268.744723 | 3062.145323 | 4607.223383 | 32184.53619163751 | 272.85849165916443
rate-2000-lat-10-80-bw-1000-4bg-baseline-run-3 | 2304.2717118427936 | 1407.386226 | 1708.17023 | 2019.775492 | 2639.722827 | 4103.911508 | 32275.485116241172 | 272.85104990005493
rate-2000-lat-10-80-bw-1000-4bg-baseline-run-4 | 2328.6581760448953 | 1453.487707 | 1770.622507 | 2097.866564 | 2642.246554 | 3883.537976 | 32138.36539735056 | 272.48579359054565
rate-2000-lat-10-80-bw-1000-4bg-baseline-run-5 | 2538.608031652266 | 1552.659779 | 1819.747195 | 2229.084654 | 3002.811349 | 4432.101396 | 32316.144457538372 | 273.01474690437317
rate-2000-lat-10-80-bw-1000-4bg-baseline-run-6 | 2606.123514560444 | 1449.582356 | 1790.254371 | 2159.345775 | 2988.377444 | 5134.786515 | 32409.17693772634 | 272.8629615306854
rate-2000-lat-10-80-bw-1000-4bg-run-1 | 2141.3408808226427 | 1296.806983 | 1529.79822 | 1915.433997 | 2384.00137 | 3847.138038 | 31960.133186078347 | 271.6984922885895
rate-2000-lat-10-80-bw-1000-4bg-run-2 | 1959.5046173188682 | 1304.241458 | 1535.323807 | 1799.049928 | 2126.55879 | 3611.70357 | 32006.317917963148 | 271.30643463134766
rate-2000-lat-10-80-bw-1000-4bg-run-3 | 1968.178847173402 | 1295.92199 | 1460.874745 | 1836.91533 | 2151.335462 | 3673.091036 | 31974.34271503813 | 272.6025700569153
rate-2000-lat-10-80-bw-1000-4bg-run-4 | 2290.0122607234825 | 1345.520819 | 1649.012033 | 2013.670009 | 2626.784508 | 3965.158074 | 31872.074818486046 | 271.42104959487915
rate-2000-lat-10-80-bw-1000-4bg-run-5 | 2761.1908052834615 | 1343.536507 | 1655.8168 | 2012.685792 | 3149.384689 | 8354.620639 | 31904.562079124455 | 268.57701349258423
rate-2000-lat-10-80-bw-1000-4bg-run-6 | 1982.3086296776348 | 1318.281314 | 1545.90681 | 1829.887406 | 2161.418945 | 3539.049755 | 32044.94221134568 | 272.0019884109497
rate-4000-lat-10-100-bw-100-4bg-baseline-run-1 | 107927.19468322679 | 36705.755438 | 75008.472353 | 105777.968601 | 143437.397452 | 181381.241661 | 21868.153991939886 | 272.34050035476685
rate-4000-lat-10-100-bw-100-4bg-baseline-run-2 | 133968.45324479075 | 41569.239933 | 96347.190381 | 150811.608146 | 169607.828151 | 210662.69827 | 27137.614392053263 | 271.8328845500946
rate-4000-lat-10-100-bw-100-4bg-baseline-run-3 | 107909.38379335945 | 36206.464057 | 68601.328265 | 122137.413165 | 146638.783906 | 165776.286899 | 24765.403420738705 | 269.588986158371
rate-4000-lat-10-100-bw-100-4bg-baseline-run-4 | 115541.61932255708 | 40692.081107 | 84573.831013 | 123683.478359 | 147013.416362 | 175552.491818 | 24590.092459951455 | 271.3444046974182
rate-4000-lat-10-100-bw-100-4bg-baseline-run-5 | 120838.70431640476 | 32725.841398 | 79360.538773 | 121334.382538 | 166119.154609 | 192242.545789 | 24734.54959919094 | 271.25005745887756
rate-4000-lat-10-100-bw-100-4bg-baseline-run-6 | 111670.58688275247 | 48426.994071 | 77143.215884 | 117615.836052 | 143623.761876 | 169480.196814 | 24970.607020628224 | 268.52178621292114
rate-4000-lat-10-100-bw-100-4bg-run-1 | 53374.271150183784 | 26958.810634 | 42102.420503 | 55250.742188 | 65412.391366 | 77446.207007 | 49905.678624773405 | 262.9677495956421
rate-4000-lat-10-100-bw-100-4bg-run-2 | 54599.86994547044 | 25899.90075 | 40356.526497 | 56599.942384 | 67302.226158 | 79546.759613 | 50952.809869278266 | 267.53162455558777
rate-4000-lat-10-100-bw-100-4bg-run-3 | 57688.40404024993 | 26525.066331 | 44830.204922 | 57663.918925 | 71473.853442 | 86811.328156 | 48546.285945928656 | 265.2689850330353
rate-4000-lat-10-100-bw-100-4bg-run-4 | 67577.62100611857 | 31784.173404 | 51780.471471 | 63651.792174 | 88515.004879 | 108237.56815 | 45220.81201262059 | 261.1356911659241
rate-4000-lat-10-100-bw-100-4bg-run-5 | 63247.83356463181 | 30541.985505 | 51240.034478 | 67416.754478 | 74653.669908 | 84996.215845 | 47091.514207298045 | 265.0267720222473
rate-4000-lat-10-100-bw-100-4bg-run-6 | 57370.055926312925 | 27743.957625 | 40824.043447 | 58574.655678 | 70923.57417 | 92029.456581 | 50681.308504510045 | 268.56070613861084
rate-4000-lat-10-100-bw-1000-4bg-baseline-run-1 | 8422.195681905745 | 3066.070256 | 4355.419201 | 6201.719338 | 12062.245742 | 19535.761264 | 64805.475907968525 | 272.9171841144562
rate-4000-lat-10-100-bw-1000-4bg-baseline-run-2 | 6680.723418904704 | 3129.668226 | 4463.642157 | 5815.685306 | 7772.939721 | 13890.882549 | 64750.19742181635 | 272.20130133628845
rate-4000-lat-10-100-bw-1000-4bg-baseline-run-3 | 7833.195163204175 | 2942.9361 | 4202.257977 | 5722.057661 | 10183.102992 | 19177.342032 | 65467.47382448289 | 273.03549313545227
rate-4000-lat-10-100-bw-1000-4bg-baseline-run-4 | 14924.893506512555 | 3128.843593 | 5266.149108 | 13210.630399 | 22143.599374 | 35359.63943 | 65621.75434837163 | 272.64324426651
rate-4000-lat-10-100-bw-1000-4bg-baseline-run-5 | 6754.75300019006 | 2962.040387 | 4208.734268 | 5572.903271 | 7810.733698 | 15137.02484 | 65142.20742931983 | 272.2609610557556
rate-4000-lat-10-100-bw-1000-4bg-baseline-run-6 | 6857.79821409047 | 2975.437726 | 4162.703806 | 5546.928567 | 8090.106641 | 15541.417936 | 65176.99356844199 | 272.3041832447052
rate-4000-lat-10-100-bw-1000-4bg-run-1 | 7617.555558509762 | 5093.886935 | 6473.959862 | 7402.397052 | 8608.626736 | 10737.496261 | 63872.315327001765 | 269.5938594341278
rate-4000-lat-10-100-bw-1000-4bg-run-2 | 7636.260912195718 | 5339.783856 | 6613.055992 | 7571.294628 | 8575.339999 | 10187.450146 | 64070.92415731526 | 269.78103137016296
rate-4000-lat-10-100-bw-1000-4bg-run-3 | 7839.360914757101 | 5458.267591 | 6691.916579 | 7676.081413 | 8795.283483 | 10839.801291 | 64318.204686281206 | 269.2532866001129
rate-4000-lat-10-100-bw-1000-4bg-run-4 | 7758.719046083327 | 5493.953859 | 6519.673001 | 7416.958097 | 8618.081802 | 11492.038609 | 63544.65594964621 | 270.72614908218384
rate-4000-lat-10-100-bw-1000-4bg-run-5 | 7294.313298303907 | 5090.814818 | 6307.851671 | 7236.558026 | 8172.626933 | 9764.638507 | 64530.54226961166 | 269.6367857456207
rate-4000-lat-10-100-bw-1000-4bg-run-6 | 8777.505582203288 | 5892.964433 | 7139.28428 | 8235.509087 | 9575.560015 | 14415.367446 | 64390.02900710446 | 268.1895980834961
rate-4000-lat-10-100-bw-1500-4bg-baseline-run-1 | 6383.660989900793 | 2709.367743 | 3865.090314 | 5144.215203 | 7133.247039 | 15070.621954 | 64662.134182033515 | 272.635356426239
rate-4000-lat-10-100-bw-1500-4bg-baseline-run-2 | 5061.544395368668 | 2682.216711 | 3751.670298 | 4752.69969 | 6053.297681 | 8483.220233 | 64265.20201733927 | 272.9808270931244
rate-4000-lat-10-100-bw-1500-4bg-baseline-run-3 | 8788.655794886618 | 2601.635884 | 3892.548877 | 5385.385433 | 9218.41342 | 28700.151038 | 65045.305862221496 | 272.60359168052673
rate-4000-lat-10-100-bw-1500-4bg-baseline-run-4 | 5481.1998756906505 | 2691.616646 | 3829.697993 | 4919.493573 | 6346.941374 | 10358.987761 | 64857.21828261032 | 272.95207023620605
rate-4000-lat-10-100-bw-1500-4bg-baseline-run-5 | 5621.760217740051 | 2772.594073 | 3911.544143 | 5012.262919 | 6521.662956 | 11297.148898 | 64257.02116301318 | 272.18690943717957
rate-4000-lat-10-100-bw-1500-4bg-baseline-run-6 | 8091.905683320333 | 2764.834341 | 3968.641799 | 5517.768613 | 10358.4595 | 21295.968255 | 64674.830385146815 | 272.6451680660248
rate-4000-lat-10-100-bw-1500-4bg-run-1 | 6911.254579561181 | 4871.445752 | 5930.178057 | 6812.64865 | 7771.950254 | 9299.866353 | 64595.90772764939 | 269.934623003006
rate-4000-lat-10-100-bw-1500-4bg-run-2 | 7234.550560882297 | 5126.722957 | 6272.692596 | 7158.46448 | 8088.639934 | 9508.946805 | 63830.16625978484 | 269.2585184574127
rate-4000-lat-10-100-bw-1500-4bg-run-3 | 7147.712113038882 | 4971.142051 | 6217.568985 | 7055.397525 | 8045.486107 | 9460.298564 | 64443.34417682366 | 269.6838319301605
rate-4000-lat-10-100-bw-1500-4bg-run-4 | 7090.475376621672 | 4993.900691 | 6143.674754 | 7025.319815 | 7954.028081 | 9388.02319 | 63970.22812580441 | 269.43733835220337
rate-4000-lat-10-100-bw-1500-4bg-run-5 | 7287.864199333101 | 5123.067824 | 6264.640665 | 7157.142567 | 8093.574178 | 9924.701651 | 64185.75475073948 | 271.08519744873047
rate-4000-lat-10-100-bw-1500-4bg-run-6 | 7588.4069923810275 | 4961.682863 | 6079.601753 | 6976.244224 | 8087.702982 | 13686.409467 | 65375.02746069891 | 269.6623570919037
rate-4000-lat-10-100-bw-2000-4bg-baseline-run-1 | 7167.491072017901 | 2882.46326 | 4309.608841 | 6178.758853 | 9569.567675 | 14247.614749 | 64117.15463006743 | 271.0558211803436
